""   ,Date      ,symbol,value      ,change              ,type
344  ,2007-04-12,AAPL  ,12.196596  ,-2.11519673194062   ,price
345  ,2007-04-12,GSPC  ,1447.800049,0.348800029637243   ,price
346  ,2007-04-13,MSFT  ,23.02765   ,0.419430554138166   ,price
347  ,2007-04-13,IBM   ,78.817774  ,1.31676010032965    ,price
348  ,2007-04-13,SBUX  ,14.092588  ,0.942779282272363   ,price
349  ,2007-04-13,AAPL  ,11.938614  ,1.31870416448678    ,price
350  ,2007-04-13,GSPC  ,1452.849976,1.06549060506713    ,price
351  ,2007-04-16,MSFT  ,23.124235  ,0.417687331061977   ,price
352  ,2007-04-16,IBM   ,79.855615  ,0.977336408967605   ,price
353  ,2007-04-16,SBUX  ,14.22545   ,-0.0322028477130772 ,price
354  ,2007-04-16,AAPL  ,12.096049  ,-1.18122868053858   ,price
355  ,2007-04-16,GSPC  ,1468.329956,0.214531072333447   ,price
356  ,2007-04-17,MSFT  ,23.220822  ,-0.86655416418935   ,price
357  ,2007-04-17,IBM   ,80.636073  ,-2.38879688498719   ,price
358  ,2007-04-17,SBUX  ,14.220869  ,-0.193300423483269  ,price
359  ,2007-04-17,AAPL  ,11.953167  ,0.0553409820175694  ,price
360  ,2007-04-17,GSPC  ,1471.47998 ,0.0693193257036315  ,price
361  ,2007-04-18,MSFT  ,23.019601  ,0.314688338863896   ,price
362  ,2007-04-18,IBM   ,78.709841  ,-0.537977201605574  ,price
363  ,2007-04-18,SBUX  ,14.19338   ,-0.645575613419772  ,price
364  ,2007-04-18,AAPL  ,11.959782  ,-0.143806969056792  ,price
365  ,2007-04-18,GSPC  ,1472.5     ,-0.120205093378603  ,price
366  ,2007-04-19,MSFT  ,23.092041  ,1.15022747447921    ,price
367  ,2007-04-19,IBM   ,78.2864    ,0.307562999448181   ,price
368  ,2007-04-19,SBUX  ,14.101751  ,2.85899247547343    ,price
369  ,2007-04-19,AAPL  ,11.942583  ,0.775452010674738   ,price
370  ,2007-04-19,GSPC  ,1470.72998 ,0.926070467401494   ,price
371  ,2007-04-20,MSFT  ,23.357652  ,-0.82701805815071   ,price
372  ,2007-04-20,IBM   ,78.52718   ,0.6660993047248     ,price
